"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"30",30,30,30,NA,2005-10-10 08:00:00,2005-10-13 18:00:00,295200s (~3.42 days),1026075.00373119,348549.348365254,677525.655365932,2005-10-10 08:00:00,1,0.165328192771084,1.949,2005-10-12 14:00:00,3.43056,42300s (~11.75 hours),0.236568793103448,1.949,2005-10-12 14:00:00,2005-10-11 16:00:00,3.4302475,205200s (~2.38 days),2005-10-11 11:00:00,2005-10-13 18:00:00,198000s (~2.29 days),918597.503340358,241150.477690146,677447.025650212,1,29.8777778864244,2005-10-12 11:00:00,0.794,"Q25",97200,-10800,-10800,86400s (~1 days),111600s (~1.29 days),2.5266025,14295600s (~23.64 weeks),79.8444375,6.59166669063639,0.004925,0.004925,0.97654,0.989705,12.9432325,57.0419725,295200,1128931200,1129226400,295200,NA,FALSE,FALSE,FALSE
"31",31,31,31,NA,2005-10-18 03:00:00,2005-10-21 00:00:00,248400s (~2.88 days),1438892.50523234,403984.737324318,1034907.76790802,2005-10-18 03:00:00,1,0.294515,4.79375,2005-10-20 00:00:00,5.1540125,46800s (~13 hours),0.294515,4.79375,2005-10-20 00:00:00,NA,5.1540125,248400s (~2.88 days),2005-10-19 16:00:00,2005-10-21 00:00:00,115200s (~1.33 days),1024890.00372688,231500.435029996,793389.568696881,1,57.1500002078184,2005-10-20 13:00:00,0.922,"Q10",133200,46800,46800,75600s (~21 hours),39600s (~11 hours),5.0793925,370800s (~4.29 days),0.734875,5.06666668509093,0.093375,0.093375,0.82574,0.827125,13.1896325,59.1251025,248400,1129604400,1129852800,248400,NA,FALSE,FALSE,FALSE
"32",32,32,32,NA,2005-10-20 14:00:00,2005-10-22 03:00:00,133200s (~1.54 days),1128197.50410254,416429.610827383,711767.893275158,2005-10-20 14:00:00,1,0.307510526315789,4.78325,2005-10-21 02:00:00,2.92135,28800s (~8 hours),0.307510526315789,4.78325,2005-10-21 02:00:00,NA,2.92135,133200s (~1.54 days),2005-10-21 04:00:00,2005-10-22 03:00:00,82800s (~23 hours),676415.002459694,293926.290900518,382488.711559176,1,46.4500001689093,2005-10-21 20:00:00,0.889,"Q15",50400,64800,64800,57600s (~16 hours),25200s (~7 hours),2.88258,-43200s (~-12 hours),0.1906425,44.1666668272729,0.3839525,2.4937375,3.51363,5.58501,12.3534775,64.1455375,133200,1129816800,1129950000,133200,NA,FALSE,FALSE,FALSE
"33",33,33,33,NA,2005-10-21 18:00:00,2005-10-26 06:00:00,388800s (~4.5 days),4316742.51569727,1304808.6002068,3011933.91549047,2005-10-21 18:00:00,1,0.302984311926606,4.0039,2005-10-24 18:00:00,8.2563225,65700s (~18.25 hours),0.371070674157303,4.0039,2005-10-24 18:00:00,2005-10-22 06:00:00,8.2563225,630000s (~1.04 weeks),2005-10-23 21:00:00,2005-10-26 06:00:00,205200s (~2.38 days),3299085.01199669,686082.813961638,2613002.19803505,2,126.058333791728,2005-10-25 07:00:00,0.991,"Q5",183600,46800,46800,122400s (~1.42 days),82800s (~23 hours),8.23525,-39600s (~-11 hours),0.0904075,33.7638890116668,0.3272875,2.823865,5.315135,7.948905,13.70403,66.9806325,388800,1129917600,1130306400,388800,NA,FALSE,FALSE,FALSE
"34",34,34,34,NA,2005-10-28 00:00:00,2005-10-29 07:00:00,111600s (~1.29 days),668210.002429857,321265.394986945,346944.607442912,2005-10-28 00:00:00,1,0.2996425,2.67981,2005-10-28 06:00:00,2.39714,25200s (~7 hours),0.2996425,2.67981,2005-10-28 06:00:00,NA,2.39714,111600s (~1.29 days),2005-10-28 11:00:00,2005-10-29 07:00:00,72000s (~20 hours),527510.00191822,214007.121058727,313502.880859494,1,37.8694445821517,2005-10-28 19:00:00,0.851,"Q15",39600,46800,46800,28800s (~8 hours),43200s (~12 hours),1.9441525,144000s (~1.67 days),0.02445,12.8472222689394,0.0002925,0.0002925,0.0245325,4.6604475,21.3549175,73.5651075,111600,1130457600,1130569200,111600,NA,FALSE,FALSE,FALSE
"35",35,35,35,NA,2005-10-28 21:00:00,2005-10-31 09:00:00,216000s (~2.5 days),1687347.50613582,701936.280394868,985411.225740949,2005-10-28 21:00:00,2,0.198487868852459,1.56024,2005-10-29 21:00:00,3.02694,32400s (~9 hours),0.30921358974359,1.56024,2005-10-29 21:00:00,2005-10-29 12:00:00,3.0148325,212400s (~2.46 days),2005-10-29 23:00:00,2005-10-31 09:00:00,122400s (~1.42 days),1188882.50432321,419087.617643994,769794.88667922,1,59.3250002157275,2005-10-30 16:00:00,0.928,"Q10",93600,68400,68400,61200s (~17 hours),61200s (~17 hours),3.015045,-43200s (~-12 hours),0.4529875,27.3555556550304,0.113475,1.946,1.94621,3.5364275,22.321205,74.468325,216000,1130533200,1130749200,216000,NA,FALSE,FALSE,FALSE
"36",36,36,36,NA,2005-10-31 12:00:00,2005-11-03 00:00:00,216000s (~2.5 days),1458230.00530266,753354.247626773,704875.757675888,2005-10-31 12:00:00,1,0.240935409836066,1.6953,2005-11-01 20:00:00,3.674265,51300s (~14.25 hours),0.240935409836066,1.6953,2005-11-01 20:00:00,NA,3.674265,216000s (~2.5 days),2005-11-01 10:00:00,2005-11-03 00:00:00,136800s (~1.58 days),1168982.50425085,512197.58173612,656784.92251473,1,51.8138890773033,2005-11-02 15:00:00,0.908,"Q10",79200,68400,68400,104400s (~1.21 days),32400s (~9 hours),2.7589,3600s (~1 hours),0,11.8152778207425,0.156285,0.1683925,2.72925,5.1275875,24.4949875,76.8242075,216000,1130760000,1130976000,216000,NA,FALSE,FALSE,FALSE
"37",37,37,37,NA,2005-11-02 12:00:00,2005-11-07 10:00:00,424800s (~4.92 days),5506310.02002297,2147718.0021549,3358592.01786808,2005-11-02 12:00:00,1,0.325533697478992,4.74128,2005-11-06 07:00:00,9.6846275,98100s (~1.14 days),0.336856608695652,4.74128,2005-11-06 07:00:00,2005-11-04 23:00:00,9.6846275,583200s (~6.75 days),2005-11-04 23:00:00,2005-11-07 10:00:00,212400s (~2.46 days),4116582.51496941,1201986.23409792,2914596.28087149,2,161.863889477486,2005-11-06 20:00:00,0.996,"Q5",212400,46800,46800,162000s (~1.88 days),50400s (~14 hours),8.6840225,-50400s (~-14 hours),0.9793425,37.7916668040911,0.410115,1.5492,2.75741,5.330375,24.6679975,78.18298,424800,1130932800,1131357600,424800,NA,TRUE,FALSE,FALSE
"38",38,38,38,NA,2005-11-06 20:00:00,2005-11-08 01:00:00,104400s (~1.21 days),1915122.50696409,708924.383268616,1206198.12369548,2005-11-06 20:00:00,2,0.140256,1.44197,2005-11-07 03:00:00,1.05192,17100s (~4.75 hours),0.363856363636364,1.44197,2005-11-07 03:00:00,NA,1.000605,583200s (~6.75 days),2005-11-07 12:00:00,2005-11-08 01:00:00,46800s (~13 hours),529655.00192602,313584.850825831,216070.151100189,0,58.5277779906063,2005-11-07 20:00:00,0.926,"Q10",57600,61200,61200,28800s (~8 hours),18000s (~5 hours),1.0278675,-57600s (~-16 hours),1.0120525,112.322222630667,0.951025,3.91712,5.8382775,8.58835,32.5954,86.438385,104400,1131307200,1131411600,104400,NA,FALSE,TRUE,FALSE
"39",39,39,39,NA,2005-11-07 15:00:00,2005-11-10 05:00:00,223200s (~2.58 days),3242247.51179001,1413637.26672706,1828610.24506294,2005-11-07 15:00:00,1,0.395235555555556,3.90054,2005-11-08 13:00:00,6.22496,48600s (~13.5 hours),0.395235555555556,3.90054,2005-11-08 13:00:00,2005-11-08 13:00:00,6.22496,223200s (~2.58 days),2005-11-08 12:00:00,2005-11-10 05:00:00,147600s (~1.71 days),2630680.00956612,987808.114165115,1642871.89540101,1,126.819444905607,2005-11-09 05:00:00,0.991,"Q5",75600,57600,57600,61200s (~17 hours),86400s (~1 days),5.6052,-43200s (~-12 hours),0.051315,38.5194445845153,0.604405,1.1247,5.10017,7.5581975,31.9988625,87.44199,223200,1131375600,1131598800,223200,NA,FALSE,FALSE,FALSE
"40",40,40,40,NA,2005-11-24 09:00:00,2005-11-27 00:00:00,226800s (~2.62 days),2229792.50810835,985878.301782512,1243914.20632583,2005-11-24 09:00:00,2,0.36782953125,4.46,2005-11-25 12:00:00,5.8852725,41400s (~11.5 hours),0.56685243902439,4.46,2005-11-25 12:00:00,2005-11-25 10:00:00,5.8102375,144000s (~1.67 days),2005-11-25 06:00:00,2005-11-27 00:00:00,151200s (~1.75 days),1910302.50694656,669614.950751332,1240687.55619523,1,89.6888892150307,2005-11-26 09:00:00,0.971,"Q5",75600,75600,75600,97200s (~1.12 days),54000s (~15 hours),5.814675,1216800s (~2.01 weeks),3.8202625,19.6694445159698,0.01085,0.0130225,0.219475,0.219475,17.28024,88.0823275,226800,1132822800,1133049600,226800,NA,FALSE,FALSE,FALSE
"41",41,41,41,NA,2005-11-27 07:00:00,2005-11-28 16:00:00,118800s (~1.38 days),1044660.00379877,584326.559754057,460333.444044711,2005-11-27 07:00:00,1,0.0884367647058824,0.726,2005-11-27 14:00:00,0.7517125,28800s (~8 hours),0.0884367647058824,0.726,2005-11-27 14:00:00,2005-11-27 15:00:00,0.7517125,118800s (~1.38 days),2005-11-27 16:00:00,2005-11-28 16:00:00,86400s (~1 days),888520.003230985,434694.386172592,453825.617058393,1,53.7555557510305,2005-11-28 09:00:00,0.913,"Q10",32400,68400,68400,61200s (~17 hours),25200s (~7 hours),0.5753225,18000s (~5 hours),0,18.4319445114698,0.0065,0.0770975,4.217835,5.893945,15.936995,89.584335,118800,1133074800,1133193600,118800,NA,FALSE,FALSE,FALSE
"42",42,42,42,NA,2005-11-30 01:00:00,2005-12-04 17:00:00,403200s (~4.67 days),7259320.02639756,2891814.48377188,4367505.54262567,2005-11-30 01:00:00,2,0.379882212389381,4.28608,2005-12-02 12:00:00,10.7316725,90900s (~1.05 days),0.306548055555556,2.8763,2005-12-01 11:00:00,2005-12-01 09:00:00,2.7589325,126000s (~1.46 days),2005-11-30 16:00:00,2005-12-04 17:00:00,349200s (~4.04 days),6856670.02493337,2619494.32601982,4237175.69891355,3,152.347222776213,2005-12-04 03:00:00,0.995,"Q5",54000,140400,230400,298800s (~3.46 days),50400s (~14 hours),10.3273575,111600s (~1.29 days),0.3536925,20.0055556283031,0.16448,0.2625675,0.5887275,1.1804925,11.123555,90.3537975,403200,1133312400,1133715600,403200,NA,FALSE,TRUE,FALSE
"43",43,43,43,NA,2005-12-07 13:00:00,2005-12-09 05:00:00,144000s (~1.67 days),2485637.50903869,970045.499173176,1515592.00986552,2005-12-07 13:00:00,3,0.274789756097561,3.20883,2005-12-07 16:00:00,2.816595,21600s (~6 hours),0.703811875,3.20883,2005-12-07 16:00:00,2005-12-07 15:00:00,2.8152475,54000s (~15 hours),2005-12-07 15:00:00,2005-12-09 05:00:00,136800s (~1.58 days),2437947.50886527,922355.498999758,1515592.00986552,1,132.238889369758,2005-12-08 09:00:00,0.992,"Q5",7200,61200,61200,64800s (~18 hours),72000s (~20 hours),2.8152475,237600s (~2.75 days),1.7421925,39.9333334785456,0.06806,0.06813,1.179745,4.1703475,19.988815,100.47806,144000,1133960400,1134104400,144000,NA,FALSE,FALSE,FALSE
"44",44,44,44,NA,2005-12-29 04:00:00,2006-01-02 03:00:00,342000s (~3.96 days),4276170.01554973,1659386.94115509,2616783.07439463,2005-12-29 04:00:00,1,0.348525104166667,4.36002,2005-12-31 22:00:00,8.3646025,68400s (~19 hours),0.375937191011236,4.36002,2005-12-31 22:00:00,2005-12-30 12:00:00,8.3646025,316800s (~3.67 days),2005-12-30 02:00:00,2006-01-02 03:00:00,262800s (~3.04 days),3943115.01433862,1326331.93994398,2616783.07439463,2,131.391667144455,2005-12-30 23:00:00,0.992,"Q5",79200,-82800,-82800,75600s (~21 hours),187200s (~2.17 days),4.82061,1717200s (~2.84 weeks),0.92276,21.0958334100455,1.75e-05,1.75e-05,0.039555,0.041375,0.9227775,92.1780975,342000,1135828800,1136170800,342000,NA,FALSE,FALSE,FALSE
"45",45,45,45,NA,2006-01-02 18:00:00,2006-01-05 02:00:00,201600s (~2.33 days),1367105.0049713,1035145.9717534,331959.033217898,2006-01-02 18:00:00,3,0.0303022807017544,0.62,2006-01-03 08:00:00,0.4318075,20700s (~5.75 hours),0.0938205555555556,0.62,2006-01-03 08:00:00,2006-01-03 08:00:00,0.4221925,61200s (~17 hours),2006-01-03 08:00:00,2006-01-05 02:00:00,151200s (~1.75 days),1106835.00402486,775093.033732147,331741.970292713,0,43.1638890458487,2006-01-04 02:00:00,0.876,"Q15",50400,64800,64800,64800s (~18 hours),86400s (~1 days),0.42231,46800s (~13 hours),0.00066,20.8861111870607,0.00068,0.0395675,2.204325,7.6430525,9.284755,99.47828,201600,1136224800,1136426400,201600,NA,FALSE,TRUE,FALSE
"46",46,46,46,NA,2006-01-10 07:00:00,2006-01-12 08:00:00,176400s (~2.04 days),1433735.00521359,829653.831143209,604081.174070379,2006-01-10 07:00:00,1,0.142665,1.68,2006-01-10 08:00:00,1.7833125,22500s (~6.25 hours),0.297180416666667,1.68,2006-01-10 08:00:00,2006-01-10 11:00:00,1.7830825,82800s (~23 hours),2006-01-10 10:00:00,2006-01-12 08:00:00,165600s (~1.92 days),1384635.00503504,780553.830964664,604081.174070379,1,56.3416668715457,2006-01-11 17:00:00,0.92,"Q10",10800,118800,118800,111600s (~1.29 days),54000s (~15 hours),1.7833125,442800s (~5.12 days),0.1177625,19.2361111810607,0.0209625,0.0209825,0.02385,0.11049,8.9928725,94.009345,176400,1136876400,1137052800,176400,NA,FALSE,FALSE,FALSE
"47",47,47,47,NA,2006-01-13 06:00:00,2006-01-15 02:00:00,158400s (~1.83 days),1322177.50480792,749899.935277381,572277.569530542,2006-01-13 06:00:00,2,0.155859777777778,1.97,2006-01-14 01:00:00,1.7534225,27900s (~7.75 hours),0.201766176470588,1.97,2006-01-14 01:00:00,2006-01-13 23:00:00,1.7150125,118800s (~1.38 days),2006-01-13 21:00:00,2006-01-15 02:00:00,104400s (~1.21 days),1074795.00390835,502517.434377808,572277.569530542,1,60.8444446656972,2006-01-14 14:00:00,0.931,"Q10",54000,46800,46800,61200s (~17 hours),43200s (~12 hours),1.7149775,72000s (~20 hours),0.0096725,18.5972222898486,0.008965,0.0098,0.05928,1.79367,10.75192,95.45045,158400,1137132000,1137290400,158400,NA,FALSE,FALSE,FALSE
"48",48,48,48,NA,2006-01-15 10:00:00,2006-01-18 06:00:00,244800s (~2.83 days),2244645.00816235,1291691.96141591,952953.046746443,2006-01-15 10:00:00,2,0.137593623188406,0.618,2006-01-15 15:00:00,2.37349,44100s (~12.25 hours),0.209701555555556,0.618,2006-01-15 15:00:00,2006-01-16 04:00:00,2.3591425,158400s (~1.83 days),2006-01-15 16:00:00,2006-01-18 06:00:00,223200s (~2.58 days),2136332.50776849,1189012.59468947,947319.913079017,1,53.1222224153942,2006-01-16 09:00:00,0.911,"Q10",21600,64800,64800,61200s (~17 hours),162000s (~1.88 days),1.37186,21600s (~6 hours),0,18.8638889574849,0.0382475,0.0386,1.65683,1.76336,12.5025675,96.51085,244800,1137319200,1137564000,244800,NA,FALSE,FALSE,FALSE
"49",49,49,49,NA,2006-02-11 22:00:00,2006-02-16 03:00:00,363600s (~4.21 days),3271155.01189512,1254414.33080383,2016740.68109129,2006-02-11 22:00:00,4,0.216924509803922,2.53,2006-02-15 00:00:00,5.531575,28800s (~8 hours),0.986548571428571,1.8,2006-02-12 03:00:00,2006-02-12 02:00:00,1.72646,21600s (~6 hours),2006-02-14 01:00:00,2006-02-16 03:00:00,180000s (~2.08 days),2671667.50971517,655932.49904508,2015735.01067009,1,136.005556050122,2006-02-15 16:00:00,0.993,"Q5",183600,57600,306000,140400s (~1.62 days),39600s (~11 hours),5.2362625,2124000s (~3.51 weeks),1.1882725,16.0416667250001,0.00021,0.0002325,0.0093775,0.5102325,0.8643025,83.60318,363600,1139695200,1140058800,363600,NA,FALSE,FALSE,FALSE
"50",50,50,50,NA,2006-02-15 12:00:00,2006-02-18 13:00:00,262800s (~3.04 days),3720542.51352926,1282040.04120364,2438502.47232562,2006-02-15 12:00:00,2,0.119673108108108,1.38143,2006-02-16 04:00:00,2.2139525,27000s (~7.5 hours),0.220301176470588,1.38143,2006-02-16 04:00:00,2006-02-16 01:00:00,0.93628,57600s (~16 hours),2006-02-16 05:00:00,2006-02-18 13:00:00,201600s (~2.33 days),2279850.00829037,1024635.63310161,1255214.37518876,1,95.3055559021216,2006-02-16 23:00:00,0.976,"Q5",61200,68400,68400,64800s (~18 hours),136800s (~1.58 days),1.824025,-61200s (~-17 hours),0.93628,110.230555956395,1.5662275,3.31831,3.31831,5.04477,5.90866,86.3138425,262800,1140004800,1140267600,262800,NA,FALSE,FALSE,FALSE
"51",51,51,51,NA,2006-02-16 15:00:00,2006-02-21 07:00:00,403200s (~4.67 days),3366412.51224151,1881936.70119381,1484475.81104771,2006-02-16 15:00:00,1,0.0452273451327434,1.31296,2006-02-16 15:00:00,1.2776725,15300s (~4.25 hours),0.28392,1.31296,2006-02-16 15:00:00,2006-02-16 20:00:00,1.27764,61200s (~17 hours),2006-02-19 18:00:00,2006-02-21 07:00:00,133200s (~1.54 days),1052155.00382602,606421.333147244,445733.670678779,1,52.0694446337881,2006-02-20 11:00:00,0.908,"Q10",270000,331200,331200,61200s (~17 hours),72000s (~20 hours),1.2776725,-172800s (~-2 days),1.2776725,45.3055557203032,0.706355,1.01018,4.4591375,4.4787125,7.067405,86.4448775,403200,1140102000,1140505200,403200,NA,TRUE,FALSE,FALSE
"52",52,52,52,NA,2006-03-07 01:00:00,2006-03-10 23:00:00,338400s (~3.92 days),4083030.0148474,1485119.45383285,2597910.56101455,2006-03-07 01:00:00,3,0.258739157894737,2.62,2006-03-07 07:00:00,6.145055,48600s (~13.5 hours),0.900434375,2.62,2006-03-07 07:00:00,2006-03-07 07:00:00,3.6017375,54000s (~15 hours),2006-03-07 07:00:00,2006-03-10 23:00:00,316800s (~3.67 days),4006967.51457081,1409056.95355626,2597910.56101455,2,124.500000452728,2006-03-08 00:00:00,0.99,"Q5",21600,61200,61200,61200s (~17 hours),255600s (~2.96 days),3.601745,1180800s (~1.95 weeks),2.7817875,15.8000000574546,0.0112675,0.18198,0.260115,0.3107475,5.8364,60.1865,338400,1141693200,1142031600,338400,NA,FALSE,FALSE,FALSE
"53",53,53,53,NA,2006-03-23 17:00:00,2006-03-28 14:00:00,421200s (~4.88 days),3673040.01335652,1757419.36407391,1915620.64928261,2006-03-23 17:00:00,3,0.260159661016949,2.22,2006-03-25 14:00:00,7.67471,73800s (~20.5 hours),0.256479090909091,1.91,2006-03-24 17:00:00,2006-03-24 15:00:00,2.1159525,115200s (~1.33 days),2006-03-24 20:00:00,2006-03-28 14:00:00,324000s (~3.75 days),3320642.51207508,1405065.75480598,1915576.75726909,2,73.0361113766973,2006-03-27 23:00:00,0.953,"Q5",97200,205200,280800,270000s (~3.12 days),54000s (~15 hours),7.67433,1094400s (~1.81 weeks),2.34011,16.386111170697,1.25e-05,1.25e-05,0.0006725,0.06388,8.741225,57.6506425,421200,1143133200,1143554400,421200,NA,FALSE,FALSE,FALSE
"54",54,54,54,NA,2006-03-29 06:00:00,2006-04-02 05:00:00,342000s (~3.96 days),2999132.51090595,1659494.60754319,1339637.90336276,2006-03-29 06:00:00,2,0.0469575,1.54,2006-03-29 20:00:00,1.12698,20700s (~5.75 hours),0.204593181818182,1.54,2006-03-29 20:00:00,2006-03-29 20:00:00,1.1252625,75600s (~21 hours),2006-03-29 22:00:00,2006-04-02 05:00:00,284400s (~3.29 days),2720497.50989273,1396006.69681861,1324490.81307412,2,60.3805557751215,2006-04-01 09:00:00,0.931,"Q10",57600,219600,219600,212400s (~2.46 days),72000s (~20 hours),1.12698,50400s (~14 hours),0.3253525,17.7472222867577,0.3325425,0.3332,2.2608525,5.89174,11.5228975,58.92801,342000,1143612000,1143954000,342000,NA,FALSE,FALSE,FALSE
"55",55,55,55,NA,2006-05-18 02:00:00,2006-05-21 03:00:00,262800s (~3.04 days),1211710.00440622,649551.687956712,562158.316449512,2006-05-18 02:00:00,1,0.314739459459459,2.98,2006-05-19 23:00:00,5.82268,57600s (~16 hours),0.314739459459459,2.98,2006-05-19 23:00:00,NA,5.82268,262800s (~3.04 days),2006-05-19 23:00:00,2006-05-21 03:00:00,100800s (~1.17 days),819540.002980149,257498.297222366,562041.705757783,1,54.3527779754245,2006-05-20 16:00:00,0.915,"Q10",162000,61200,61200,61200s (~17 hours),39600s (~11 hours),5.797595,3956400s (~6.54 weeks),16.2855675,12.6611111571516,0.8304575,1.5784875,1.71662,2.4092075,11.6431425,45.025995,262800,1147917600,1148180400,262800,NA,FALSE,FALSE,FALSE
"56",56,56,56,NA,2006-05-20 15:00:00,2006-05-23 19:00:00,273600s (~3.17 days),2404017.50874189,976804.455945642,1427213.05279625,2006-05-20 15:00:00,1,0.320558831168831,2.21,2006-05-21 06:00:00,6.1707575,62100s (~17.25 hours),0.337990410958904,2.21,2006-05-21 06:00:00,2006-05-21 05:00:00,6.168325,478800s (~5.54 days),2006-05-21 09:00:00,2006-05-23 19:00:00,208800s (~2.42 days),1940502.50705638,808659.985392358,1131842.52166402,2,52.2861113012426,2006-05-23 11:00:00,0.909,"Q10",64800,190800,190800,180000s (~2.08 days),28800s (~8 hours),6.126105,-50400s (~-14 hours),0.0280225,36.7583334670002,0.5971925,3.7428925,5.68617,7.3921425,17.42903,50.49579,273600,1148137200,1148410800,273600,NA,FALSE,FALSE,FALSE
"57",57,57,57,NA,2006-05-23 21:00:00,2006-05-25 22:00:00,176400s (~2.04 days),2184947.50794527,724341.617401518,1460605.89054375,2006-05-23 21:00:00,2,0.358354,2.68724,2006-05-24 18:00:00,4.479425,36000s (~10 hours),0.636907142857143,2.68724,2006-05-24 18:00:00,2006-05-24 16:00:00,4.45835,97200s (~1.12 days),2006-05-24 14:00:00,2006-05-25 22:00:00,115200s (~1.33 days),1940400.00705601,483494.870644624,1456905.13641138,1,110.322222623394,2006-05-25 08:00:00,0.985,"Q5",61200,50400,50400,64800s (~18 hours),50400s (~14 hours),4.458385,NA,0,15.4222222783031,0.361005,1.1793225,3.9061575,8.68315,21.196745,56.6894575,176400,1148418000,1148594400,176400,NA,FALSE,FALSE,FALSE
"58",58,58,58,NA,2006-11-10 15:00:00,2006-11-12 03:00:00,129600s (~1.5 days),630990.002294512,172668.176892131,458321.825402381,2006-11-10 15:00:00,2,0.235360810810811,1.36,2006-11-10 21:00:00,2.1770875,24300s (~6.75 hours),0.601200714285714,1.36,2006-11-10 21:00:00,2006-11-10 22:00:00,2.1042025,46800s (~13 hours),2006-11-10 20:00:00,2006-11-12 03:00:00,111600s (~1.29 days),608207.502211666,149885.676809285,458321.825402381,1,37.5194445808789,2006-11-11 15:00:00,0.849,"Q20",18000,64800,64800,68400s (~19 hours),43200s (~12 hours),2.1046625,14569200s (~24.09 weeks),83.634555,6.75555558012124,6.25e-05,6.25e-05,0.1857375,0.4614625,11.0435275,61.782185,129600,1163170800,1163300400,129600,NA,FALSE,FALSE,FALSE
"59",59,59,59,NA,2006-11-11 16:00:00,2006-11-15 15:00:00,342000s (~3.96 days),1490745.0054209,531854.836216069,958890.169204828,2006-11-11 16:00:00,1,0.1528190625,1.77841,2006-11-15 15:00:00,3.6676575,78300s (~21.75 hours),0.1528190625,1.77841,2006-11-15 15:00:00,NA,3.6676575,342000s (~3.96 days),2006-11-13 07:00:00,2006-11-15 15:00:00,201600s (~2.33 days),1144700.00416255,339015.149650031,805684.854512519,1,51.1166668525457,2006-11-15 03:00:00,0.905,"Q10",140400,-43200,-43200,158400s (~1.83 days),43200s (~12 hours),2.87437,-46800s (~-13 hours),0.091075,18.8861111797879,0.00079,2.10464,2.1047025,2.5651925,9.3199825,63.886825,342000,1163260800,1163602800,342000,NA,FALSE,FALSE,FALSE
"60",60,60,60,NA,2006-11-15 02:00:00,2006-11-18 13:00:00,298800s (~3.46 days),1716267.50624098,767196.782921937,949070.723319043,2006-11-15 02:00:00,1,0.407864166666667,7.2854,2006-11-17 03:00:00,8.5651475,72900s (~20.25 hours),0.407864166666667,7.2854,2006-11-17 03:00:00,2006-11-17 09:00:00,8.5651475,298800s (~3.46 days),2006-11-17 08:00:00,2006-11-18 13:00:00,104400s (~1.21 days),844587.503071231,316319.622802394,528267.880268837,1,48.4361112872426,2006-11-17 22:00:00,0.896,"Q15",194400,68400,68400,50400s (~14 hours),54000s (~15 hours),7.7683925,-54000s (~-15 hours),0.9228675,34.1708334575911,0.84207,1.8902325,2.3829175,3.1942425,8.14285,66.7597775,298800,1163556000,1163854800,298800,NA,FALSE,FALSE,FALSE
"61",61,61,61,NA,2006-11-17 23:00:00,2006-11-21 07:00:00,288000s (~3.33 days),1672170.00608063,883355.748637926,788814.257442699,2006-11-17 23:00:00,1,0.250988518518518,2.11623,2006-11-19 21:00:00,5.0825175,70200s (~19.5 hours),0.250988518518518,2.11623,2006-11-19 21:00:00,NA,5.0825175,288000s (~3.33 days),2006-11-19 21:00:00,2006-11-21 07:00:00,122400s (~1.42 days),804257.502924576,387173.720976576,417083.781948,0,36.0555556866668,2006-11-20 17:00:00,0.841,"Q20",165600,72000,72000,72000s (~20 hours),50400s (~14 hours),4.6290225,-57600s (~-16 hours),0.8220775,32.1305556723941,1.6265925,5.608715,6.513065,9.7233525,14.41659,74.20198,288000,1163804400,1164092400,288000,NA,FALSE,TRUE,FALSE
"62",62,62,62,NA,2006-11-21 21:00:00,2006-11-24 01:00:00,187200s (~2.17 days),1239712.50450805,458048.398780554,781664.105727497,2006-11-21 21:00:00,1,0.213233962264151,1.86313,2006-11-22 22:00:00,2.82535,45000s (~12.5 hours),0.213233962264151,1.86313,2006-11-22 22:00:00,NA,2.82535,187200s (~2.17 days),2006-11-22 22:00:00,2006-11-24 01:00:00,97200s (~1.12 days),1000897.50363963,248589.819368899,752307.684270733,1,59.3305557713033,2006-11-23 11:00:00,0.928,"Q10",90000,46800,46800,46800s (~13 hours),50400s (~14 hours),2.10001,43200s (~12 hours),0.333585,13.7083333831819,0.300295,0.77401,2.8412975,5.442775,18.6285575,79.6059225,187200,1164142800,1164330000,187200,NA,FALSE,FALSE,FALSE
